Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003DAFD0
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF7C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF8C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FF9C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFA08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFA48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFA88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFAC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFB08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFB48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFBC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFC08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFC48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFC88
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003FFCC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFD08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFD48
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:003FFD88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFDC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFE08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFE48
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003FFE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFEC8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFF08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FFF48
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003FFFC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400008
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:00400048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400088
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004000C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00400108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400148
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:00400188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004001C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400208
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400248
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00400288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004002C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400308
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:00400348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400388
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004003C8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400408
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00400448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400488
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:004004C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400508
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00400548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400588
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004005C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400608
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400648
Values: Bottom:false	 Top:false	 Left:false	 Right:false	 Texture Type:00400688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004006C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400708
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:00400748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004007C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004008C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004009C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400D08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00400FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004010C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004011C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004012C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401308
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:00401348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004013C8
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:00401408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401448
Values: Bottom:false	 Top:true	 Left:true	 Right:true	 Texture Type:00401488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004014C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00401508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401548
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:00401588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004015C8
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00401608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401648
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00401688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004016C8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401708
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00401748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401788
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004017C8
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00401808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401848
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401888
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:004018C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401908
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00401948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401988
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:004019C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401A08
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:00401A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401A88
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00401AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401B08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401B48
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00401B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401BC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401C08
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00401C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401C88
Values: Bottom:false	 Top:true	 Left:true	 Right:true	 Texture Type:00401CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401D08
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401D48
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:00401D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401DC8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401E08
Values: Bottom:false	 Top:false	 Left:false	 Right:false	 Texture Type:00401E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401EC8
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:00401F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00401FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004020C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004021C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004022C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004023C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004024C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004025C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004026C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004027C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004028C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004029C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:00402B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402B88
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:00402BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402C08
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402C48
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402C88
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:00402CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402D08
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00402D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402D88
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:00402E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402E48
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:00402E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402EC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402F08
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:00402F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00402F88
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00402FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403008
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403048
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00403088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004030C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403108
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:00403148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403188
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004031C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403208
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00403248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403288
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:00403308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403348
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00403388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004033C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00403408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403448
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00403488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004034C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403508
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00403548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403588
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:004035C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403608
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403688
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:004036C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004037C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004038C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004039C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403D08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00403FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004040C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004041C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404288
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:004042C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404348
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:004043C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404408
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00404448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404488
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004044C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00404508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404548
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:00404588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004045C8
Values: Bottom:false	 Top:true	 Left:true	 Right:true	 Texture Type:00404608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404648
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:00404688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004046C8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:00404708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404748
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:00404788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:004047C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:00404808
